region,Year,quantile,lag,Estimate,STA,STA_cor,STA_cor_p,SPI,SPI_cor,SPI_cor_p
"e. Mountain 
West",2003,90,lag_0,1.72209450592497,0.834887981334983,0.185114768060958,0.27,-0.48573065715048,-0.0213732681563838,0.9
"e. Mountain 
West",2003,90,lag_1,1.72209450592497,0.0637683335470369,-0.0577213560540741,0.73,-0.819137255399209,0.477797325850093,<0.01
"e. Mountain 
West",2003,90,lag_2,1.72209450592497,-0.030470083130732,0.286081018933337,0.09,-1.52813095834591,0.0650290061958196,0.7
"e. Mountain 
West",2004,10,lag_0,0.731800518766413,0.404754148982109,0.404383410741813,0.01,-0.395536687386903,-0.16768513880267,0.32
"e. Mountain 
West",2004,10,lag_1,0.731800518766413,0.834887981334983,-0.23706953537798,0.16,-0.48573065715048,0.809609225712867,<0.01
"e. Mountain 
West",2004,10,lag_2,0.731800518766413,0.0637683335470369,0.136844958501746,0.42,-0.819137255399209,0.138581464952317,0.41
"e. Mountain 
West",2004,50,lag_0,0.87955855959279,0.404754148982109,0.19917601644171,0.24,-0.395536687386903,0.206073767776402,0.22
"e. Mountain 
West",2004,50,lag_1,0.87955855959279,0.834887981334983,-0.283646189161289,0.09,-0.48573065715048,0.838749773970029,<0.01
"e. Mountain 
West",2004,50,lag_2,0.87955855959279,0.0637683335470369,-0.0218944289754667,0.9,-0.819137255399209,0.238217264800532,0.16
"e. Mountain 
West",2004,90,lag_0,1.57376406082208,0.404754148982109,0.185114768060958,0.27,-0.395536687386903,-0.0213732681563838,0.9
"e. Mountain 
West",2004,90,lag_1,1.57376406082208,0.834887981334983,-0.0577213560540741,0.73,-0.48573065715048,0.477797325850093,<0.01
"e. Mountain 
West",2004,90,lag_2,1.57376406082208,0.0637683335470369,0.286081018933337,0.09,-0.819137255399209,0.0650290061958196,0.7
"e. Mountain 
West",2005,10,lag_0,0.846205075883917,0.388758341670972,0.404383410741813,0.01,-0.0933648821030708,-0.16768513880267,0.32
"e. Mountain 
West",2005,10,lag_1,0.846205075883917,0.404754148982109,-0.23706953537798,0.16,-0.395536687386903,0.809609225712867,<0.01
"e. Mountain 
West",2005,10,lag_2,0.846205075883917,0.834887981334983,0.136844958501746,0.42,-0.48573065715048,0.138581464952317,0.41
"e. Mountain 
West",2005,50,lag_0,0.98901465665154,0.388758341670972,0.19917601644171,0.24,-0.0933648821030708,0.206073767776402,0.22
"e. Mountain 
West",2005,50,lag_1,0.98901465665154,0.404754148982109,-0.283646189161289,0.09,-0.395536687386903,0.838749773970029,<0.01
"e. Mountain 
West",2005,50,lag_2,0.98901465665154,0.834887981334983,-0.0218944289754667,0.9,-0.48573065715048,0.238217264800532,0.16
"e. Mountain 
West",2005,90,lag_0,1.87425385431861,0.388758341670972,0.185114768060958,0.27,-0.0933648821030708,-0.0213732681563838,0.9
"e. Mountain 
West",2005,90,lag_1,1.87425385431861,0.404754148982109,-0.0577213560540741,0.73,-0.395536687386903,0.477797325850093,<0.01
"e. Mountain 
West",2005,90,lag_2,1.87425385431861,0.834887981334983,0.286081018933337,0.09,-0.48573065715048,0.0650290061958196,0.7
"e. Mountain 
West",2006,10,lag_0,0.859144998092416,0.636907723847527,0.404383410741813,0.01,0.666366321413985,-0.16768513880267,0.32
"e. Mountain 
West",2006,10,lag_1,0.859144998092416,0.388758341670972,-0.23706953537798,0.16,-0.0933648821030708,0.809609225712867,<0.01
"e. Mountain 
West",2006,10,lag_2,0.859144998092416,0.404754148982109,0.136844958501746,0.42,-0.395536687386903,0.138581464952317,0.41
"e. Mountain 
West",2006,50,lag_0,1.07095897052316,0.636907723847527,0.19917601644171,0.24,0.666366321413985,0.206073767776402,0.22
"e. Mountain 
West",2006,50,lag_1,1.07095897052316,0.388758341670972,-0.283646189161289,0.09,-0.0933648821030708,0.838749773970029,<0.01
"e. Mountain 
West",2006,50,lag_2,1.07095897052316,0.404754148982109,-0.0218944289754667,0.9,-0.395536687386903,0.238217264800532,0.16
"e. Mountain 
West",2006,90,lag_0,1.91668526205674,0.636907723847527,0.185114768060958,0.27,0.666366321413985,-0.0213732681563838,0.9
"e. Mountain 
West",2006,90,lag_1,1.91668526205674,0.388758341670972,-0.0577213560540741,0.73,-0.0933648821030708,0.477797325850093,<0.01
"e. Mountain 
West",2006,90,lag_2,1.91668526205674,0.404754148982109,0.286081018933337,0.09,-0.395536687386903,0.0650290061958196,0.7
"e. Mountain 
West",2007,10,lag_0,0.907875883258727,1.04909419936569,0.404383410741813,0.01,-0.63287958491577,-0.16768513880267,0.32
"e. Mountain 
West",2007,10,lag_1,0.907875883258727,0.636907723847527,-0.23706953537798,0.16,0.666366321413985,0.809609225712867,<0.01
"e. Mountain 
West",2007,10,lag_2,0.907875883258727,0.388758341670972,0.136844958501746,0.42,-0.0933648821030708,0.138581464952317,0.41
"e. Mountain 
West",2007,50,lag_0,1.11942633815738,1.04909419936569,0.19917601644171,0.24,-0.63287958491577,0.206073767776402,0.22
"e. Mountain 
West",2007,50,lag_1,1.11942633815738,0.636907723847527,-0.283646189161289,0.09,0.666366321413985,0.838749773970029,<0.01
"e. Mountain 
West",2007,50,lag_2,1.11942633815738,0.388758341670972,-0.0218944289754667,0.9,-0.0933648821030708,0.238217264800532,0.16
"e. Mountain 
West",2007,90,lag_0,1.81061139170285,1.04909419936569,0.185114768060958,0.27,-0.63287958491577,-0.0213732681563838,0.9
"e. Mountain 
West",2007,90,lag_1,1.81061139170285,0.636907723847527,-0.0577213560540741,0.73,0.666366321413985,0.477797325850093,<0.01
"e. Mountain 
West",2007,90,lag_2,1.81061139170285,0.388758341670972,0.286081018933337,0.09,-0.0933648821030708,0.0650290061958196,0.7
"e. Mountain 
West",2008,10,lag_0,0.840378618063521,-0.882524710593582,0.404383410741813,0.01,-0.194280491797501,-0.16768513880267,0.32
"e. Mountain 
West",2008,10,lag_1,0.840378618063521,1.04909419936569,-0.23706953537798,0.16,-0.63287958491577,0.809609225712867,<0.01
"e. Mountain 
West",2008,10,lag_2,0.840378618063521,0.636907723847527,0.136844958501746,0.42,0.666366321413985,0.138581464952317,0.41
"e. Mountain 
West",2008,50,lag_0,0.932181722153037,-0.882524710593582,0.19917601644171,0.24,-0.194280491797501,0.206073767776402,0.22
"e. Mountain 
West",2008,50,lag_1,0.932181722153037,1.04909419936569,-0.283646189161289,0.09,-0.63287958491577,0.838749773970029,<0.01
"e. Mountain 
West",2008,50,lag_2,0.932181722153037,0.636907723847527,-0.0218944289754667,0.9,0.666366321413985,0.238217264800532,0.16
"e. Mountain 
West",2008,90,lag_0,1.94425435561002,-0.882524710593582,0.185114768060958,0.27,-0.194280491797501,-0.0213732681563838,0.9
"e. Mountain 
West",2008,90,lag_1,1.94425435561002,1.04909419936569,-0.0577213560540741,0.73,-0.63287958491577,0.477797325850093,<0.01
"e. Mountain 
West",2008,90,lag_2,1.94425435561002,0.636907723847527,0.286081018933337,0.09,0.666366321413985,0.0650290061958196,0.7
"e. Mountain 
West",2009,10,lag_0,0.891901457722189,0.55212804191174,0.404383410741813,0.01,-0.17346058870385,-0.16768513880267,0.32
"e. Mountain 
West",2009,10,lag_1,0.891901457722189,-0.882524710593582,-0.23706953537798,0.16,-0.194280491797501,0.809609225712867,<0.01
"e. Mountain 
West",2009,10,lag_2,0.891901457722189,1.04909419936569,0.136844958501746,0.42,-0.63287958491577,0.138581464952317,0.41
"e. Mountain 
West",2009,50,lag_0,0.941501956500973,0.55212804191174,0.19917601644171,0.24,-0.17346058870385,0.206073767776402,0.22
"e. Mountain 
West",2009,50,lag_1,0.941501956500973,-0.882524710593582,-0.283646189161289,0.09,-0.194280491797501,0.838749773970029,<0.01
"e. Mountain 
West",2009,50,lag_2,0.941501956500973,1.04909419936569,-0.0218944289754667,0.9,-0.63287958491577,0.238217264800532,0.16
"e. Mountain 
West",2009,90,lag_0,1.93115829814395,0.55212804191174,0.185114768060958,0.27,-0.17346058870385,-0.0213732681563838,0.9
"e. Mountain 
West",2009,90,lag_1,1.93115829814395,-0.882524710593582,-0.0577213560540741,0.73,-0.194280491797501,0.477797325850093,<0.01
"e. Mountain 
West",2009,90,lag_2,1.93115829814395,1.04909419936569,0.286081018933337,0.09,-0.63287958491577,0.0650290061958196,0.7
"e. Mountain 
West",2010,10,lag_0,0.854589217055764,-0.916689922474699,0.404383410741813,0.01,-0.280524039788872,-0.16768513880267,0.32
"e. Mountain 
West",2010,10,lag_1,0.854589217055764,0.55212804191174,-0.23706953537798,0.16,-0.17346058870385,0.809609225712867,<0.01
"e. Mountain 
West",2010,10,lag_2,0.854589217055764,-0.882524710593582,0.136844958501746,0.42,-0.194280491797501,0.138581464952317,0.41
"e. Mountain 
West",2010,50,lag_0,0.956849437838676,-0.916689922474699,0.19917601644171,0.24,-0.280524039788872,0.206073767776402,0.22
"e. Mountain 
West",2010,50,lag_1,0.956849437838676,0.55212804191174,-0.283646189161289,0.09,-0.17346058870385,0.838749773970029,<0.01
"e. Mountain 
West",2010,50,lag_2,0.956849437838676,-0.882524710593582,-0.0218944289754667,0.9,-0.194280491797501,0.238217264800532,0.16
"e. Mountain 
West",2010,90,lag_0,1.75743696594556,-0.916689922474699,0.185114768060958,0.27,-0.280524039788872,-0.0213732681563838,0.9
"e. Mountain 
West",2010,90,lag_1,1.75743696594556,0.55212804191174,-0.0577213560540741,0.73,-0.17346058870385,0.477797325850093,<0.01
"e. Mountain 
West",2010,90,lag_2,1.75743696594556,-0.882524710593582,0.286081018933337,0.09,-0.194280491797501,0.0650290061958196,0.7
"e. Mountain 
West",2011,10,lag_0,0.843948725110923,-0.590690028719619,0.404383410741813,0.01,1.31257765216864,-0.16768513880267,0.32
"e. Mountain 
West",2011,10,lag_1,0.843948725110923,-0.916689922474699,-0.23706953537798,0.16,-0.280524039788872,0.809609225712867,<0.01
"e. Mountain 
West",2011,10,lag_2,0.843948725110923,0.55212804191174,0.136844958501746,0.42,-0.17346058870385,0.138581464952317,0.41
"e. Mountain 
West",2011,50,lag_0,1.04834054502414,-0.590690028719619,0.19917601644171,0.24,1.31257765216864,0.206073767776402,0.22
"e. Mountain 
West",2011,50,lag_1,1.04834054502414,-0.916689922474699,-0.283646189161289,0.09,-0.280524039788872,0.838749773970029,<0.01
"e. Mountain 
West",2011,50,lag_2,1.04834054502414,0.55212804191174,-0.0218944289754667,0.9,-0.17346058870385,0.238217264800532,0.16
"e. Mountain 
West",2011,90,lag_0,2.00112132898759,-0.590690028719619,0.185114768060958,0.27,1.31257765216864,-0.0213732681563838,0.9
"e. Mountain 
West",2011,90,lag_1,2.00112132898759,-0.916689922474699,-0.0577213560540741,0.73,-0.280524039788872,0.477797325850093,<0.01
"e. Mountain 
West",2011,90,lag_2,2.00112132898759,0.55212804191174,0.286081018933337,0.09,-0.17346058870385,0.0650290061958196,0.7
"e. Mountain 
West",2012,10,lag_0,1.00532681975339,1.21586376346602,0.404383410741813,0.01,-0.808111373358637,-0.16768513880267,0.32
"e. Mountain 
West",2012,10,lag_1,1.00532681975339,-0.590690028719619,-0.23706953537798,0.16,1.31257765216864,0.809609225712867,<0.01
"e. Mountain 
West",2012,10,lag_2,1.00532681975339,-0.916689922474699,0.136844958501746,0.42,-0.280524039788872,0.138581464952317,0.41
"e. Mountain 
West",2012,50,lag_0,1.11066266813958,1.21586376346602,0.19917601644171,0.24,-0.808111373358637,0.206073767776402,0.22
"e. Mountain 
West",2012,50,lag_1,1.11066266813958,-0.590690028719619,-0.283646189161289,0.09,1.31257765216864,0.838749773970029,<0.01
"e. Mountain 
West",2012,50,lag_2,1.11066266813958,-0.916689922474699,-0.0218944289754667,0.9,-0.280524039788872,0.238217264800532,0.16
"e. Mountain 
West",2012,90,lag_0,1.97636264718838,1.21586376346602,0.185114768060958,0.27,-0.808111373358637,-0.0213732681563838,0.9
"e. Mountain 
West",2012,90,lag_1,1.97636264718838,-0.590690028719619,-0.0577213560540741,0.73,1.31257765216864,0.477797325850093,<0.01
"e. Mountain 
West",2012,90,lag_2,1.97636264718838,-0.916689922474699,0.286081018933337,0.09,-0.280524039788872,0.0650290061958196,0.7
"e. Mountain 
West",2013,10,lag_0,0.79514128056882,0.59477184205179,0.404383410741813,0.01,-0.322480058701562,-0.16768513880267,0.32
"e. Mountain 
West",2013,10,lag_1,0.79514128056882,1.21586376346602,-0.23706953537798,0.16,-0.808111373358637,0.809609225712867,<0.01
"e. Mountain 
West",2013,10,lag_2,0.79514128056882,-0.590690028719619,0.136844958501746,0.42,1.31257765216864,0.138581464952317,0.41
"e. Mountain 
West",2013,50,lag_0,0.918064162608865,0.59477184205179,0.19917601644171,0.24,-0.322480058701562,0.206073767776402,0.22
"e. Mountain 
West",2013,50,lag_1,0.918064162608865,1.21586376346602,-0.283646189161289,0.09,-0.808111373358637,0.838749773970029,<0.01
"e. Mountain 
West",2013,50,lag_2,0.918064162608865,-0.590690028719619,-0.0218944289754667,0.9,1.31257765216864,0.238217264800532,0.16
"e. Mountain 
West",2013,90,lag_0,1.62077898581831,0.59477184205179,0.185114768060958,0.27,-0.322480058701562,-0.0213732681563838,0.9
"e. Mountain 
West",2013,90,lag_1,1.62077898581831,1.21586376346602,-0.0577213560540741,0.73,-0.808111373358637,0.477797325850093,<0.01
"e. Mountain 
West",2013,90,lag_2,1.62077898581831,-0.590690028719619,0.286081018933337,0.09,1.31257765216864,0.0650290061958196,0.7
"e. Mountain 
West",2014,10,lag_0,0.878918677248928,0.409985202386254,0.404383410741813,0.01,-0.360608558104935,-0.16768513880267,0.32
"e. Mountain 
West",2014,10,lag_1,0.878918677248928,0.59477184205179,-0.23706953537798,0.16,-0.322480058701562,0.809609225712867,<0.01
"e. Mountain 
West",2014,10,lag_2,0.878918677248928,1.21586376346602,0.136844958501746,0.42,-0.808111373358637,0.138581464952317,0.41
"e. Mountain 
West",2014,50,lag_0,0.984551128944605,0.409985202386254,0.19917601644171,0.24,-0.360608558104935,0.206073767776402,0.22
"e. Mountain 
West",2014,50,lag_1,0.984551128944605,0.59477184205179,-0.283646189161289,0.09,-0.322480058701562,0.838749773970029,<0.01
"e. Mountain 
West",2014,50,lag_2,0.984551128944605,1.21586376346602,-0.0218944289754667,0.9,-0.808111373358637,0.238217264800532,0.16
"e. Mountain 
West",2014,90,lag_0,1.8286771425023,0.409985202386254,0.185114768060958,0.27,-0.360608558104935,-0.0213732681563838,0.9
"e. Mountain 
West",2014,90,lag_1,1.8286771425023,0.59477184205179,-0.0577213560540741,0.73,-0.322480058701562,0.477797325850093,<0.01
"e. Mountain 
West",2014,90,lag_2,1.8286771425023,1.21586376346602,0.286081018933337,0.09,-0.808111373358637,0.0650290061958196,0.7
"e. Mountain 
West",2015,10,lag_0,1.00192463030761,2.40291140256349,0.404383410741813,0.01,-0.894031330892804,-0.16768513880267,0.32
"e. Mountain 
West",2015,10,lag_1,1.00192463030761,0.409985202386254,-0.23706953537798,0.16,-0.360608558104935,0.809609225712867,<0.01
"e. Mountain 
West",2015,10,lag_2,1.00192463030761,0.59477184205179,0.136844958501746,0.42,-0.322480058701562,0.138581464952317,0.41
"e. Mountain 
West",2015,50,lag_0,1.14190136674108,2.40291140256349,0.19917601644171,0.24,-0.894031330892804,0.206073767776402,0.22
"e. Mountain 
West",2015,50,lag_1,1.14190136674108,0.409985202386254,-0.283646189161289,0.09,-0.360608558104935,0.838749773970029,<0.01
"e. Mountain 
West",2015,50,lag_2,1.14190136674108,0.59477184205179,-0.0218944289754667,0.9,-0.322480058701562,0.238217264800532,0.16
"e. Mountain 
West",2015,90,lag_0,1.8964512911735,2.40291140256349,0.185114768060958,0.27,-0.894031330892804,-0.0213732681563838,0.9
"e. Mountain 
West",2015,90,lag_1,1.8964512911735,0.409985202386254,-0.0577213560540741,0.73,-0.360608558104935,0.477797325850093,<0.01
"e. Mountain 
West",2015,90,lag_2,1.8964512911735,0.59477184205179,0.286081018933337,0.09,-0.322480058701562,0.0650290061958196,0.7
"e. Mountain 
West",2016,10,lag_0,0.801887120071537,1.22092202485084,0.404383410741813,0.01,-0.0193170826524792,-0.16768513880267,0.32
"e. Mountain 
West",2016,10,lag_1,0.801887120071537,2.40291140256349,-0.23706953537798,0.16,-0.894031330892804,0.809609225712867,<0.01
"e. Mountain 
West",2016,10,lag_2,0.801887120071537,0.409985202386254,0.136844958501746,0.42,-0.360608558104935,0.138581464952317,0.41
"e. Mountain 
West",2016,50,lag_0,0.909695007848677,1.22092202485084,0.19917601644171,0.24,-0.0193170826524792,0.206073767776402,0.22
"e. Mountain 
West",2016,50,lag_1,0.909695007848677,2.40291140256349,-0.283646189161289,0.09,-0.894031330892804,0.838749773970029,<0.01
"e. Mountain 
West",2016,50,lag_2,0.909695007848677,0.409985202386254,-0.0218944289754667,0.9,-0.360608558104935,0.238217264800532,0.16
"e. Mountain 
West",2016,90,lag_0,1.83343441556413,1.22092202485084,0.185114768060958,0.27,-0.0193170826524792,-0.0213732681563838,0.9
"e. Mountain 
West",2016,90,lag_1,1.83343441556413,2.40291140256349,-0.0577213560540741,0.73,-0.894031330892804,0.477797325850093,<0.01
"e. Mountain 
West",2016,90,lag_2,1.83343441556413,0.409985202386254,0.286081018933337,0.09,-0.360608558104935,0.0650290061958196,0.7
"e. Mountain 
West",2017,10,lag_0,0.833337168684995,1.20684150489002,0.404383410741813,0.01,1.83960884427446,-0.16768513880267,0.32
"e. Mountain 
West",2017,10,lag_1,0.833337168684995,1.22092202485084,-0.23706953537798,0.16,-0.0193170826524792,0.809609225712867,<0.01
"e. Mountain 
West",2017,10,lag_2,0.833337168684995,2.40291140256349,0.136844958501746,0.42,-0.894031330892804,0.138581464952317,0.41
"e. Mountain 
West",2017,50,lag_0,1.11501663186988,1.20684150489002,0.19917601644171,0.24,1.83960884427446,0.206073767776402,0.22
"e. Mountain 
West",2017,50,lag_1,1.11501663186988,1.22092202485084,-0.283646189161289,0.09,-0.0193170826524792,0.838749773970029,<0.01
"e. Mountain 
West",2017,50,lag_2,1.11501663186988,2.40291140256349,-0.0218944289754667,0.9,-0.894031330892804,0.238217264800532,0.16
"e. Mountain 
West",2017,90,lag_0,1.93010752016777,1.20684150489002,0.185114768060958,0.27,1.83960884427446,-0.0213732681563838,0.9
"e. Mountain 
West",2017,90,lag_1,1.93010752016777,1.22092202485084,-0.0577213560540741,0.73,-0.0193170826524792,0.477797325850093,<0.01
"e. Mountain 
West",2017,90,lag_2,1.93010752016777,2.40291140256349,0.286081018933337,0.09,-0.894031330892804,0.0650290061958196,0.7
"e. Mountain 
West",2018,10,lag_0,1.03548945271985,1.7333708676639,0.404383410741813,0.01,-0.923577535950278,-0.16768513880267,0.32
"e. Mountain 
West",2018,10,lag_1,1.03548945271985,1.20684150489002,-0.23706953537798,0.16,1.83960884427446,0.809609225712867,<0.01
"e. Mountain 
West",2018,10,lag_2,1.03548945271985,1.22092202485084,0.136844958501746,0.42,-0.0193170826524792,0.138581464952317,0.41
"e. Mountain 
West",2018,50,lag_0,1.18616203762727,1.7333708676639,0.19917601644171,0.24,-0.923577535950278,0.206073767776402,0.22
"e. Mountain 
West",2018,50,lag_1,1.18616203762727,1.20684150489002,-0.283646189161289,0.09,1.83960884427446,0.838749773970029,<0.01
"e. Mountain 
West",2018,50,lag_2,1.18616203762727,1.22092202485084,-0.0218944289754667,0.9,-0.0193170826524792,0.238217264800532,0.16
"e. Mountain 
West",2018,90,lag_0,2.09138089413952,1.7333708676639,0.185114768060958,0.27,-0.923577535950278,-0.0213732681563838,0.9
"e. Mountain 
West",2018,90,lag_1,2.09138089413952,1.20684150489002,-0.0577213560540741,0.73,1.83960884427446,0.477797325850093,<0.01
"e. Mountain 
West",2018,90,lag_2,2.09138089413952,1.22092202485084,0.286081018933337,0.09,-0.0193170826524792,0.0650290061958196,0.7
"e. Mountain 
West",2019,10,lag_0,0.733265909497854,-0.473672821925413,0.404383410741813,0.01,0.391288814171148,-0.16768513880267,0.32
"e. Mountain 
West",2019,10,lag_1,0.733265909497854,1.7333708676639,-0.23706953537798,0.16,-0.923577535950278,0.809609225712867,<0.01
"e. Mountain 
West",2019,10,lag_2,0.733265909497854,1.20684150489002,0.136844958501746,0.42,1.83960884427446,0.138581464952317,0.41
"e. Mountain 
West",2019,50,lag_0,0.875945235086643,-0.473672821925413,0.19917601644171,0.24,0.391288814171148,0.206073767776402,0.22
"e. Mountain 
West",2019,50,lag_1,0.875945235086643,1.7333708676639,-0.283646189161289,0.09,-0.923577535950278,0.838749773970029,<0.01
"e. Mountain 
West",2019,50,lag_2,0.875945235086643,1.20684150489002,-0.0218944289754667,0.9,1.83960884427446,0.238217264800532,0.16
"e. Mountain 
West",2019,90,lag_0,2.00443111758965,-0.473672821925413,0.185114768060958,0.27,0.391288814171148,-0.0213732681563838,0.9
"e. Mountain 
West",2019,90,lag_1,2.00443111758965,1.7333708676639,-0.0577213560540741,0.73,-0.923577535950278,0.477797325850093,<0.01
"e. Mountain 
West",2019,90,lag_2,2.00443111758965,1.20684150489002,0.286081018933337,0.09,1.83960884427446,0.0650290061958196,0.7
"e. Mountain 
West",2020,10,lag_0,1.02352760684856,0.449399152697635,0.404383410741813,0.01,-1.30350633827078,-0.16768513880267,0.32
"e. Mountain 
West",2020,10,lag_1,1.02352760684856,-0.473672821925413,-0.23706953537798,0.16,0.391288814171148,0.809609225712867,<0.01
"e. Mountain 
West",2020,10,lag_2,1.02352760684856,1.7333708676639,0.136844958501746,0.42,-0.923577535950278,0.138581464952317,0.41
"e. Mountain 
West",2020,50,lag_0,1.0802076884672,0.449399152697635,0.19917601644171,0.24,-1.30350633827078,0.206073767776402,0.22
"e. Mountain 
West",2020,50,lag_1,1.0802076884672,-0.473672821925413,-0.283646189161289,0.09,0.391288814171148,0.838749773970029,<0.01
"e. Mountain 
West",2020,50,lag_2,1.0802076884672,1.7333708676639,-0.0218944289754667,0.9,-0.923577535950278,0.238217264800532,0.16
"e. Mountain 
West",2020,90,lag_0,2.1414823396375,0.449399152697635,0.185114768060958,0.27,-1.30350633827078,-0.0213732681563838,0.9
"e. Mountain 
West",2020,90,lag_1,2.1414823396375,-0.473672821925413,-0.0577213560540741,0.73,0.391288814171148,0.477797325850093,<0.01
"e. Mountain 
West",2020,90,lag_2,2.1414823396375,1.7333708676639,0.286081018933337,0.09,-0.923577535950278,0.0650290061958196,0.7
f. Prairie,1984,10,lag_0,1.70599503715452,-0.870898773589931,0.134255288573667,0.43,0.0883609975421423,0.211100476048597,0.21
f. Prairie,1984,10,lag_1,1.70599503715452,0.794878676673858,-0.4023286636884,0.01,-0.00137862593033279,0.76674623750422,<0.01
f. Prairie,1984,10,lag_2,1.70599503715452,-1.22059015776206,-0.385014008505237,0.02,0.0127488336166941,0.33541776508939,0.04
f. Prairie,1984,50,lag_0,2.42648885246488,-0.870898773589931,-0.0452804405296195,0.79,0.0883609975421423,0.30374704770586,0.07
f. Prairie,1984,50,lag_1,2.42648885246488,0.794878676673858,-0.417002744131931,0.01,-0.00137862593033279,0.718326680293863,<0.01
f. Prairie,1984,50,lag_2,2.42648885246488,-1.22059015776206,-0.373017959488887,0.02,0.0127488336166941,0.203667929738427,0.23
f. Prairie,1984,90,lag_0,2.75725073464664,-0.870898773589931,0.0755824352745753,0.66,0.0883609975421423,0.0521671919634851,0.76
f. Prairie,1984,90,lag_1,2.75725073464664,0.794878676673858,-0.125369084322965,0.46,-0.00137862593033279,0.409111127221102,0.01
f. Prairie,1984,90,lag_2,2.75725073464664,-1.22059015776206,-0.493901457794264,<0.01,0.0127488336166941,0.227303234766261,0.18
f. Prairie,1985,10,lag_0,1.51877867354141,-0.0177740611486144,0.134255288573667,0.43,0.410017545938051,0.211100476048597,0.21
f. Prairie,1985,10,lag_1,1.51877867354141,-0.870898773589931,-0.4023286636884,0.01,0.0883609975421423,0.76674623750422,<0.01
f. Prairie,1985,10,lag_2,1.51877867354141,0.794878676673858,-0.385014008505237,0.02,-0.00137862593033279,0.33541776508939,0.04
f. Prairie,1985,50,lag_0,1.92967930954354,-0.0177740611486144,-0.0452804405296195,0.79,0.410017545938051,0.30374704770586,0.07
f. Prairie,1985,50,lag_1,1.92967930954354,-0.870898773589931,-0.417002744131931,0.01,0.0883609975421423,0.718326680293863,<0.01
f. Prairie,1985,50,lag_2,1.92967930954354,0.794878676673858,-0.373017959488887,0.02,-0.00137862593033279,0.203667929738427,0.23
f. Prairie,1985,90,lag_0,1.96620815187041,-0.0177740611486144,0.0755824352745753,0.66,0.410017545938051,0.0521671919634851,0.76
f. Prairie,1985,90,lag_1,1.96620815187041,-0.870898773589931,-0.125369084322965,0.46,0.0883609975421423,0.409111127221102,0.01
f. Prairie,1985,90,lag_2,1.96620815187041,0.794878676673858,-0.493901457794264,<0.01,-0.00137862593033279,0.227303234766261,0.18
f. Prairie,1986,10,lag_0,1.96964427411537,-0.216558081494542,0.134255288573667,0.43,0.84226217259225,0.211100476048597,0.21
f. Prairie,1986,10,lag_1,1.96964427411537,-0.0177740611486144,-0.4023286636884,0.01,0.410017545938051,0.76674623750422,<0.01
f. Prairie,1986,10,lag_2,1.96964427411537,-0.870898773589931,-0.385014008505237,0.02,0.0883609975421423,0.33541776508939,0.04
f. Prairie,1986,50,lag_0,2.27551635504497,-0.216558081494542,-0.0452804405296195,0.79,0.84226217259225,0.30374704770586,0.07
f. Prairie,1986,50,lag_1,2.27551635504497,-0.0177740611486144,-0.417002744131931,0.01,0.410017545938051,0.718326680293863,<0.01
f. Prairie,1986,50,lag_2,2.27551635504497,-0.870898773589931,-0.373017959488887,0.02,0.0883609975421423,0.203667929738427,0.23
f. Prairie,1986,90,lag_0,2.38107341254203,-0.216558081494542,0.0755824352745753,0.66,0.84226217259225,0.0521671919634851,0.76
f. Prairie,1986,90,lag_1,2.38107341254203,-0.0177740611486144,-0.125369084322965,0.46,0.410017545938051,0.409111127221102,0.01
f. Prairie,1986,90,lag_2,2.38107341254203,-0.870898773589931,-0.493901457794264,<0.01,0.0883609975421423,0.227303234766261,0.18
f. Prairie,1987,10,lag_0,2.54264559966747,1.49970820195204,0.134255288573667,0.43,-0.831674263992395,0.211100476048597,0.21
f. Prairie,1987,10,lag_1,2.54264559966747,-0.216558081494542,-0.4023286636884,0.01,0.84226217259225,0.76674623750422,<0.01
f. Prairie,1987,10,lag_2,2.54264559966747,-0.0177740611486144,-0.385014008505237,0.02,0.410017545938051,0.33541776508939,0.04
f. Prairie,1987,50,lag_0,2.67926560626365,1.49970820195204,-0.0452804405296195,0.79,-0.831674263992395,0.30374704770586,0.07
f. Prairie,1987,50,lag_1,2.67926560626365,-0.216558081494542,-0.417002744131931,0.01,0.84226217259225,0.718326680293863,<0.01
f. Prairie,1987,50,lag_2,2.67926560626365,-0.0177740611486144,-0.373017959488887,0.02,0.410017545938051,0.203667929738427,0.23
f. Prairie,1987,90,lag_0,2.71821446405392,1.49970820195204,0.0755824352745753,0.66,-0.831674263992395,0.0521671919634851,0.76
f. Prairie,1987,90,lag_1,2.71821446405392,-0.216558081494542,-0.125369084322965,0.46,0.84226217259225,0.409111127221102,0.01
f. Prairie,1987,90,lag_2,2.71821446405392,-0.0177740611486144,-0.493901457794264,<0.01,0.410017545938051,0.227303234766261,0.18
f. Prairie,1988,10,lag_0,1.41283433166734,0.614937737650623,0.134255288573667,0.43,-2.11821597481649,0.211100476048597,0.21
f. Prairie,1988,10,lag_1,1.41283433166734,1.49970820195204,-0.4023286636884,0.01,-0.831674263992395,0.76674623750422,<0.01
f. Prairie,1988,10,lag_2,1.41283433166734,-0.216558081494542,-0.385014008505237,0.02,0.84226217259225,0.33541776508939,0.04
f. Prairie,1988,50,lag_0,2.15263880642695,0.614937737650623,-0.0452804405296195,0.79,-2.11821597481649,0.30374704770586,0.07
